"Id","CodigoATC","PrincipioActivo","RankingBusqueda","Resumen","FormaFarmaceutica","Aclaracion","ITEM","PrincipioActivo_Min","FormaFarmaceutica_Min","CoberturaPlanBeneficiosUPC","CoberturaPlanBeneficiosUPC_Min"
"10861","G03FA15","DIENOGEST + ETINILESTRADIOL","12180","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","332","dienogest + etinilestradiol","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10862","R06AA02","DIFENHIDRAMINA","2180","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","333","difenhidramina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10863","D07CC06","DIFLUCORTOLONA + ISOCONAZOL + NEOMICINA","5410","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","334","diflucortolona + isoconazol + neomicina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10864","D07AC19","DIFLUPREDNATO","1200","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","difluprednato","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10865","N02AA08","DIHIDROCODEINA","55470","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","335","dihidrocodeina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10867","A06AB57","DIHIDROXIANTRAQUINONA + CÁSCARA SAGRADA","3690","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","199","dihidroxiantraquinona + cáscara sagrada","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10868","C08DB01","DILTIAZEM","1850","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","337","diltiazem","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10869","V08CA","DIMEGLUMINA GADOBENATO","1180","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","926","dimeglumina gadobenato","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10870","V08CA","DIMEGLUMINA GADOPENTETATO","1300","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","926","dimeglumina gadopentetato","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10871","N07CA","DIMENHIDRINATO","1770","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","338","dimenhidrinato","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10872","V09CA02","DIMERCAPTOSUCCÍNICO ÁCIDO","5190","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la UPC según lo descrito en el artículo 46 la Resolución 2808 de 2022. RADIOFÁRMACOS. En caso contrario y como tecnología no financiada con cargo a la UPC se considera incluido en la atención y no se prescriben vía MIPRES","1141","dimercaptosuccínico ácido","incluye todas las concentraciones y formas farmacéuticas","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"10873","A02AD02 / A02AF01","DIMETICONA + MAGALDRATO","3780","Incluye todas las concentraciones y formas farmacéuticas salvo: formas farmacéuticas sólidas de administración oral","Incluye todas las concentraciones y formas farmacéuticas salvo: formas farmacéuticas sólidas de administración oral","Sin dato","339","dimeticona + magaldrato","incluye todas las concentraciones y formas farmacéuticas salvo: formas farmacéuticas sólidas de administración oral","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10874","A02AD02 / A02AF01","DIMETICONA + MAGALDRATO","3780","Formas farmacéuticas sólidas de administración oral","Formas farmacéuticas sólidas de administración oral","Se prescribe vía: MIPRES","N/A","dimeticona + magaldrato","formas farmacéuticas sólidas de administración oral","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10875","P03AX05","DIMETICONA 92%","2540","Incluye todas las concentraciones y formas farmacéuticas consideradas necesarias por el Ministerio de Salud y Protección Social para cada programa","Incluye todas las concentraciones y formas farmacéuticas consideradas necesarias por el Ministerio de Salud y Protección Social para cada programa","Financiado con recursos de Salud pública en programas especiales de salud pública. Fuera de programas especiales de salud pública se prescribe vía: MIPRES","SP9","dimeticona 92%","incluye todas las concentraciones y formas farmacéuticas consideradas necesarias por el ministerio de salud y protección social para cada programa","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"10876","L04AX07","DIMETILFUMARATO","4110","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","dimetilfumarato","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10877","G02AD02","DINOPROSTONA","1030","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","340","dinoprostona","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10878","A07BC05","DIOSMECTITA","3320","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","341","diosmectita","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10879","C05CA03","DIOSMINA","15850","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","342","diosmina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10880","C05CA03 / C05CA53","DIOSMINA + HESPERIDINA","17310","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","343","diosmina + hesperidina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10881","B01AC07","DIPIRIDAMOL","900","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","344","dipiridamol","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10882","N02BB02","DIPIRONA","5120","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","345","dipirona","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10883","N02BB52","DIPIRONA + CAFEÍNA + ISOMETEPTENO","17570","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","346","dipirona + cafeína + isometepteno","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10884","C01CA07","DOBUTAMINA","1280","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","347","dobutamina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10885","C01CA07","DOBUTAMINA + DEXTROSA","2560","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","348","dobutamina + dextrosa","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10886","L01CD","DOCETAXEL","2470","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se financian con recursos de la UPC todos los principios activos pertenecientes al subgrupo de referencia ATC L01CD - Taxanos","1101","docetaxel","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10887","J05AX12","DOLUTEGRAVIR","2950","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","349","dolutegravir","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10888","J05AR25","DOLUTEGRAVIR + LAMIVUDINA","4580","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","dolutegravir + lamivudina","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
